DateKey;Date;Week;Month;Year;Public Holiday
215;07/09/2010;37;9;2010;FALSO
216;08/09/2010;37;9;2010;FALSO
217;09/09/2010;37;9;2010;FALSO
218;10/09/2010;37;9;2010;VERDADEIRO
219;11/09/2010;37;9;2010;FALSO
220;12/09/2010;38;9;2010;FALSO
221;13/09/2010;38;9;2010;FALSO
222;14/09/2010;38;9;2010;FALSO
223;15/09/2010;38;9;2010;FALSO
224;16/09/2010;38;9;2010;FALSO
225;17/09/2010;38;9;2010;FALSO
226;18/09/2010;38;9;2010;FALSO
227;19/09/2010;39;9;2010;FALSO
228;20/09/2010;39;9;2010;FALSO
229;21/09/2010;39;9;2010;FALSO
230;22/09/2010;39;9;2010;FALSO
231;23/09/2010;39;9;2010;FALSO
232;24/09/2010;39;9;2010;FALSO
233;25/09/2010;39;9;2010;FALSO
234;26/09/2010;40;9;2010;FALSO
235;27/09/2010;40;9;2010;FALSO
236;28/09/2010;40;9;2010;FALSO
237;29/09/2010;40;9;2010;FALSO
238;30/09/2010;40;9;2010;FALSO
239;01/10/2010;40;10;2010;FALSO
240;02/10/2010;40;10;2010;FALSO
241;03/10/2010;41;10;2010;FALSO
242;04/10/2010;41;10;2010;FALSO
243;05/10/2010;41;10;2010;FALSO
244;06/10/2010;41;10;2010;FALSO
245;07/10/2010;41;10;2010;FALSO
246;08/10/2010;41;10;2010;FALSO
247;09/10/2010;41;10;2010;FALSO
248;10/10/2010;42;10;2010;FALSO
249;11/10/2010;42;10;2010;FALSO
250;12/10/2010;42;10;2010;FALSO
251;13/10/2010;42;10;2010;FALSO
252;14/10/2010;42;10;2010;FALSO
253;15/10/2010;42;10;2010;FALSO
254;16/10/2010;42;10;2010;FALSO
255;17/10/2010;43;10;2010;FALSO
256;18/10/2010;43;10;2010;FALSO
257;19/10/2010;43;10;2010;FALSO
258;20/10/2010;43;10;2010;FALSO
259;21/10/2010;43;10;2010;FALSO
260;22/10/2010;43;10;2010;FALSO
261;23/10/2010;43;10;2010;FALSO
262;24/10/2010;44;10;2010;FALSO
263;25/10/2010;44;10;2010;FALSO
264;26/10/2010;44;10;2010;FALSO
265;27/10/2010;44;10;2010;FALSO
266;28/10/2010;44;10;2010;FALSO
267;29/10/2010;44;10;2010;FALSO
268;30/10/2010;44;10;2010;FALSO
269;31/10/2010;45;10;2010;FALSO
270;01/11/2010;45;11;2010;FALSO
271;02/11/2010;45;11;2010;FALSO
272;03/11/2010;45;11;2010;FALSO
273;04/11/2010;45;11;2010;FALSO
274;05/11/2010;45;11;2010;FALSO
275;06/11/2010;45;11;2010;FALSO
276;07/11/2010;46;11;2010;FALSO
277;08/11/2010;46;11;2010;FALSO
278;09/11/2010;46;11;2010;FALSO
279;10/11/2010;46;11;2010;FALSO
280;11/11/2010;46;11;2010;FALSO
281;12/11/2010;46;11;2010;FALSO
282;13/11/2010;46;11;2010;FALSO
283;14/11/2010;47;11;2010;FALSO
284;15/11/2010;47;11;2010;FALSO
285;16/11/2010;47;11;2010;FALSO
286;17/11/2010;47;11;2010;FALSO
287;18/11/2010;47;11;2010;FALSO
288;19/11/2010;47;11;2010;FALSO
289;20/11/2010;47;11;2010;FALSO
290;21/11/2010;48;11;2010;FALSO
291;22/11/2010;48;11;2010;FALSO
292;23/11/2010;48;11;2010;FALSO
293;24/11/2010;48;11;2010;FALSO
294;25/11/2010;48;11;2010;FALSO
295;26/11/2010;48;11;2010;VERDADEIRO
296;27/11/2010;48;11;2010;FALSO
297;28/11/2010;49;11;2010;FALSO
298;29/11/2010;49;11;2010;FALSO
299;30/11/2010;49;11;2010;FALSO
300;01/12/2010;49;12;2010;VERDADEIRO
301;02/12/2010;49;12;2010;VERDADEIRO
302;03/12/2010;49;12;2010;VERDADEIRO
303;04/12/2010;49;12;2010;VERDADEIRO
304;05/12/2010;50;12;2010;VERDADEIRO
305;06/12/2010;50;12;2010;VERDADEIRO
306;07/12/2010;50;12;2010;VERDADEIRO
307;08/12/2010;50;12;2010;VERDADEIRO
308;09/12/2010;50;12;2010;VERDADEIRO
309;10/12/2010;50;12;2010;VERDADEIRO
310;11/12/2010;50;12;2010;VERDADEIRO
311;12/12/2010;51;12;2010;VERDADEIRO
312;13/12/2010;51;12;2010;VERDADEIRO
313;14/12/2010;51;12;2010;VERDADEIRO
314;15/12/2010;51;12;2010;VERDADEIRO
315;16/12/2010;51;12;2010;VERDADEIRO
316;17/12/2010;51;12;2010;VERDADEIRO
317;18/12/2010;51;12;2010;VERDADEIRO
318;19/12/2010;52;12;2010;VERDADEIRO
319;20/12/2010;52;12;2010;VERDADEIRO
320;21/12/2010;52;12;2010;VERDADEIRO
321;22/12/2010;52;12;2010;VERDADEIRO
322;23/12/2010;52;12;2010;VERDADEIRO
323;24/12/2010;52;12;2010;VERDADEIRO
324;25/12/2010;52;12;2010;VERDADEIRO
325;26/12/2010;53;12;2010;VERDADEIRO
326;27/12/2010;53;12;2010;VERDADEIRO
327;28/12/2010;53;12;2010;VERDADEIRO
328;29/12/2010;53;12;2010;VERDADEIRO
329;30/12/2010;53;12;2010;VERDADEIRO
330;31/12/2010;53;12;2010;VERDADEIRO
331;01/01/2011;1;1;2011;FALSO
332;02/01/2011;2;1;2011;FALSO
333;03/01/2011;2;1;2011;FALSO
334;04/01/2011;2;1;2011;FALSO
335;05/01/2011;2;1;2011;FALSO
336;06/01/2011;2;1;2011;FALSO
337;07/01/2011;2;1;2011;FALSO
338;08/01/2011;2;1;2011;FALSO
339;09/01/2011;3;1;2011;FALSO
340;10/01/2011;3;1;2011;FALSO
341;11/01/2011;3;1;2011;FALSO
342;12/01/2011;3;1;2011;FALSO
343;13/01/2011;3;1;2011;FALSO
344;14/01/2011;3;1;2011;FALSO
345;15/01/2011;3;1;2011;FALSO
346;16/01/2011;4;1;2011;FALSO
347;17/01/2011;4;1;2011;FALSO
348;18/01/2011;4;1;2011;FALSO
349;19/01/2011;4;1;2011;FALSO
350;20/01/2011;4;1;2011;FALSO
351;21/01/2011;4;1;2011;FALSO
352;22/01/2011;4;1;2011;FALSO
353;23/01/2011;5;1;2011;FALSO
354;24/01/2011;5;1;2011;FALSO
355;25/01/2011;5;1;2011;FALSO
356;26/01/2011;5;1;2011;FALSO
357;27/01/2011;5;1;2011;FALSO
358;28/01/2011;5;1;2011;FALSO
359;29/01/2011;5;1;2011;FALSO
360;30/01/2011;6;1;2011;FALSO
361;31/01/2011;6;1;2011;FALSO
362;01/02/2011;6;2;2011;FALSO
363;02/02/2011;6;2;2011;FALSO
364;03/02/2011;6;2;2011;FALSO
365;04/02/2011;6;2;2011;FALSO
366;05/02/2011;6;2;2011;FALSO
367;06/02/2011;7;2;2011;FALSO
368;07/02/2011;7;2;2011;FALSO
369;08/02/2011;7;2;2011;FALSO
370;09/02/2011;7;2;2011;FALSO
371;10/02/2011;7;2;2011;FALSO
372;11/02/2011;7;2;2011;VERDADEIRO
373;12/02/2011;7;2;2011;FALSO
374;13/02/2011;8;2;2011;FALSO
375;14/02/2011;8;2;2011;FALSO
376;15/02/2011;8;2;2011;FALSO
377;16/02/2011;8;2;2011;FALSO
378;17/02/2011;8;2;2011;FALSO
379;18/02/2011;8;2;2011;FALSO
380;19/02/2011;8;2;2011;FALSO
381;20/02/2011;9;2;2011;FALSO
382;21/02/2011;9;2;2011;FALSO
383;22/02/2011;9;2;2011;FALSO
384;23/02/2011;9;2;2011;FALSO
385;24/02/2011;9;2;2011;FALSO
386;25/02/2011;9;2;2011;FALSO
387;26/02/2011;9;2;2011;FALSO
388;27/02/2011;10;2;2011;FALSO
389;28/02/2011;10;2;2011;FALSO
390;01/03/2011;10;3;2011;FALSO
391;02/03/2011;10;3;2011;FALSO
392;03/03/2011;10;3;2011;FALSO
393;04/03/2011;10;3;2011;FALSO
394;05/03/2011;10;3;2011;FALSO
395;06/03/2011;11;3;2011;FALSO
396;07/03/2011;11;3;2011;FALSO
397;08/03/2011;11;3;2011;FALSO
398;09/03/2011;11;3;2011;FALSO
399;10/03/2011;11;3;2011;FALSO
400;11/03/2011;11;3;2011;FALSO
401;12/03/2011;11;3;2011;FALSO
402;13/03/2011;12;3;2011;FALSO
403;14/03/2011;12;3;2011;FALSO
404;15/03/2011;12;3;2011;FALSO
405;16/03/2011;12;3;2011;FALSO
406;17/03/2011;12;3;2011;FALSO
407;18/03/2011;12;3;2011;FALSO
408;19/03/2011;12;3;2011;FALSO
409;20/03/2011;13;3;2011;FALSO
410;21/03/2011;13;3;2011;FALSO
411;22/03/2011;13;3;2011;FALSO
412;23/03/2011;13;3;2011;FALSO
413;24/03/2011;13;3;2011;FALSO
414;25/03/2011;13;3;2011;FALSO
415;26/03/2011;13;3;2011;FALSO
416;27/03/2011;14;3;2011;FALSO
417;28/03/2011;14;3;2011;FALSO
418;29/03/2011;14;3;2011;FALSO
419;30/03/2011;14;3;2011;FALSO
420;31/03/2011;14;3;2011;FALSO
421;01/04/2011;14;4;2011;FALSO
422;02/04/2011;14;4;2011;FALSO
423;03/04/2011;15;4;2011;FALSO
424;04/04/2011;15;4;2011;FALSO
425;05/04/2011;15;4;2011;FALSO
426;06/04/2011;15;4;2011;FALSO
427;07/04/2011;15;4;2011;FALSO
428;08/04/2011;15;4;2011;FALSO
429;09/04/2011;15;4;2011;FALSO
430;10/04/2011;16;4;2011;FALSO
431;11/04/2011;16;4;2011;FALSO
432;12/04/2011;16;4;2011;FALSO
433;13/04/2011;16;4;2011;FALSO
434;14/04/2011;16;4;2011;FALSO
435;15/04/2011;16;4;2011;FALSO
436;16/04/2011;16;4;2011;FALSO
437;17/04/2011;17;4;2011;FALSO
438;18/04/2011;17;4;2011;FALSO
439;19/04/2011;17;4;2011;FALSO
440;20/04/2011;17;4;2011;FALSO
441;21/04/2011;17;4;2011;FALSO
442;22/04/2011;17;4;2011;FALSO
443;23/04/2011;17;4;2011;FALSO
444;24/04/2011;18;4;2011;FALSO
445;25/04/2011;18;4;2011;FALSO
446;26/04/2011;18;4;2011;FALSO
447;27/04/2011;18;4;2011;FALSO
448;28/04/2011;18;4;2011;FALSO
449;29/04/2011;18;4;2011;FALSO
450;30/04/2011;18;4;2011;FALSO
451;01/05/2011;19;5;2011;FALSO
452;02/05/2011;19;5;2011;FALSO
453;03/05/2011;19;5;2011;FALSO
454;04/05/2011;19;5;2011;FALSO
455;05/05/2011;19;5;2011;FALSO
456;06/05/2011;19;5;2011;FALSO
457;07/05/2011;19;5;2011;FALSO
458;08/05/2011;20;5;2011;FALSO
459;09/05/2011;20;5;2011;FALSO
460;10/05/2011;20;5;2011;FALSO
461;11/05/2011;20;5;2011;FALSO
462;12/05/2011;20;5;2011;FALSO
463;13/05/2011;20;5;2011;FALSO
464;14/05/2011;20;5;2011;FALSO
465;15/05/2011;21;5;2011;FALSO
466;16/05/2011;21;5;2011;FALSO
467;17/05/2011;21;5;2011;FALSO
468;18/05/2011;21;5;2011;FALSO
469;19/05/2011;21;5;2011;FALSO
470;20/05/2011;21;5;2011;FALSO
471;21/05/2011;21;5;2011;FALSO
472;22/05/2011;22;5;2011;FALSO
473;23/05/2011;22;5;2011;FALSO
474;24/05/2011;22;5;2011;FALSO
475;25/05/2011;22;5;2011;FALSO
476;26/05/2011;22;5;2011;FALSO
477;27/05/2011;22;5;2011;FALSO
478;28/05/2011;22;5;2011;FALSO
479;29/05/2011;23;5;2011;FALSO
480;30/05/2011;23;5;2011;FALSO
481;31/05/2011;23;5;2011;FALSO
482;01/06/2011;23;6;2011;FALSO
483;02/06/2011;23;6;2011;FALSO
484;03/06/2011;23;6;2011;FALSO
485;04/06/2011;23;6;2011;FALSO
486;05/06/2011;24;6;2011;FALSO
487;06/06/2011;24;6;2011;FALSO
488;07/06/2011;24;6;2011;FALSO
489;08/06/2011;24;6;2011;FALSO
490;09/06/2011;24;6;2011;FALSO
491;10/06/2011;24;6;2011;FALSO
492;11/06/2011;24;6;2011;FALSO
493;12/06/2011;25;6;2011;FALSO
494;13/06/2011;25;6;2011;FALSO
495;14/06/2011;25;6;2011;FALSO
496;15/06/2011;25;6;2011;FALSO
497;16/06/2011;25;6;2011;FALSO
498;17/06/2011;25;6;2011;FALSO
499;18/06/2011;25;6;2011;FALSO
500;19/06/2011;26;6;2011;FALSO
501;20/06/2011;26;6;2011;FALSO
502;21/06/2011;26;6;2011;FALSO
503;22/06/2011;26;6;2011;FALSO
504;23/06/2011;26;6;2011;FALSO
505;24/06/2011;26;6;2011;FALSO
506;25/06/2011;26;6;2011;FALSO
507;26/06/2011;27;6;2011;FALSO
508;27/06/2011;27;6;2011;FALSO
509;28/06/2011;27;6;2011;FALSO
510;29/06/2011;27;6;2011;FALSO
511;30/06/2011;27;6;2011;FALSO
512;01/07/2011;27;7;2011;FALSO
513;02/07/2011;27;7;2011;FALSO
514;03/07/2011;28;7;2011;FALSO
515;04/07/2011;28;7;2011;FALSO
516;05/07/2011;28;7;2011;FALSO
517;06/07/2011;28;7;2011;FALSO
518;07/07/2011;28;7;2011;FALSO
519;08/07/2011;28;7;2011;FALSO
520;09/07/2011;28;7;2011;FALSO
521;10/07/2011;29;7;2011;FALSO
522;11/07/2011;29;7;2011;FALSO
523;12/07/2011;29;7;2011;FALSO
524;13/07/2011;29;7;2011;FALSO
525;14/07/2011;29;7;2011;FALSO
526;15/07/2011;29;7;2011;FALSO
527;16/07/2011;29;7;2011;FALSO
528;17/07/2011;30;7;2011;FALSO
529;18/07/2011;30;7;2011;FALSO
530;19/07/2011;30;7;2011;FALSO
531;20/07/2011;30;7;2011;FALSO
532;21/07/2011;30;7;2011;FALSO
533;22/07/2011;30;7;2011;FALSO
534;23/07/2011;30;7;2011;FALSO
535;24/07/2011;31;7;2011;FALSO
536;25/07/2011;31;7;2011;FALSO
537;26/07/2011;31;7;2011;FALSO
538;27/07/2011;31;7;2011;FALSO
539;28/07/2011;31;7;2011;FALSO
540;29/07/2011;31;7;2011;FALSO
541;30/07/2011;31;7;2011;FALSO
542;31/07/2011;32;7;2011;FALSO
543;01/08/2011;32;8;2011;FALSO
544;02/08/2011;32;8;2011;FALSO
545;03/08/2011;32;8;2011;FALSO
546;04/08/2011;32;8;2011;FALSO
547;05/08/2011;32;8;2011;FALSO
548;06/08/2011;32;8;2011;FALSO
549;07/08/2011;33;8;2011;FALSO
550;08/08/2011;33;8;2011;FALSO
551;09/08/2011;33;8;2011;FALSO
552;10/08/2011;33;8;2011;FALSO
553;11/08/2011;33;8;2011;FALSO
554;12/08/2011;33;8;2011;FALSO
555;13/08/2011;33;8;2011;FALSO
556;14/08/2011;34;8;2011;FALSO
557;15/08/2011;34;8;2011;FALSO
558;16/08/2011;34;8;2011;FALSO
559;17/08/2011;34;8;2011;FALSO
560;18/08/2011;34;8;2011;FALSO
561;19/08/2011;34;8;2011;FALSO
562;20/08/2011;34;8;2011;FALSO
563;21/08/2011;35;8;2011;FALSO
564;22/08/2011;35;8;2011;FALSO
565;23/08/2011;35;8;2011;FALSO
566;24/08/2011;35;8;2011;FALSO
567;25/08/2011;35;8;2011;FALSO
568;26/08/2011;35;8;2011;FALSO
569;27/08/2011;35;8;2011;FALSO
570;28/08/2011;36;8;2011;FALSO
571;29/08/2011;36;8;2011;FALSO
572;30/08/2011;36;8;2011;FALSO
573;31/08/2011;36;8;2011;FALSO
574;01/09/2011;36;9;2011;FALSO
575;02/09/2011;36;9;2011;FALSO
576;03/09/2011;36;9;2011;FALSO
577;04/09/2011;37;9;2011;FALSO
578;05/09/2011;37;9;2011;FALSO
579;06/09/2011;37;9;2011;FALSO
580;07/09/2011;37;9;2011;FALSO
581;08/09/2011;37;9;2011;FALSO
582;09/09/2011;37;9;2011;VERDADEIRO
583;10/09/2011;37;9;2011;FALSO
584;11/09/2011;38;9;2011;FALSO
585;12/09/2011;38;9;2011;FALSO
586;13/09/2011;38;9;2011;FALSO
587;14/09/2011;38;9;2011;FALSO
588;15/09/2011;38;9;2011;FALSO
589;16/09/2011;38;9;2011;FALSO
590;17/09/2011;38;9;2011;FALSO
591;18/09/2011;39;9;2011;FALSO
592;19/09/2011;39;9;2011;FALSO
593;20/09/2011;39;9;2011;FALSO
594;21/09/2011;39;9;2011;FALSO
595;22/09/2011;39;9;2011;FALSO
596;23/09/2011;39;9;2011;FALSO
597;24/09/2011;39;9;2011;FALSO
598;25/09/2011;40;9;2011;FALSO
599;26/09/2011;40;9;2011;FALSO
600;27/09/2011;40;9;2011;FALSO
601;28/09/2011;40;9;2011;FALSO
602;29/09/2011;40;9;2011;FALSO
603;30/09/2011;40;9;2011;FALSO
604;01/10/2011;40;10;2011;FALSO
605;02/10/2011;41;10;2011;FALSO
606;03/10/2011;41;10;2011;FALSO
607;04/10/2011;41;10;2011;FALSO
608;05/10/2011;41;10;2011;FALSO
609;06/10/2011;41;10;2011;FALSO
610;07/10/2011;41;10;2011;FALSO
611;08/10/2011;41;10;2011;FALSO
612;09/10/2011;42;10;2011;FALSO
613;10/10/2011;42;10;2011;FALSO
614;11/10/2011;42;10;2011;FALSO
615;12/10/2011;42;10;2011;FALSO
616;13/10/2011;42;10;2011;FALSO
617;14/10/2011;42;10;2011;FALSO
618;15/10/2011;42;10;2011;FALSO
619;16/10/2011;43;10;2011;FALSO
620;17/10/2011;43;10;2011;FALSO
621;18/10/2011;43;10;2011;FALSO
622;19/10/2011;43;10;2011;FALSO
623;20/10/2011;43;10;2011;FALSO
624;21/10/2011;43;10;2011;FALSO
625;22/10/2011;43;10;2011;FALSO
626;23/10/2011;44;10;2011;FALSO
627;24/10/2011;44;10;2011;FALSO
628;25/10/2011;44;10;2011;FALSO
629;26/10/2011;44;10;2011;FALSO
630;27/10/2011;44;10;2011;FALSO
631;28/10/2011;44;10;2011;FALSO
632;29/10/2011;44;10;2011;FALSO
633;30/10/2011;45;10;2011;FALSO
634;31/10/2011;45;10;2011;FALSO
635;01/11/2011;45;11;2011;FALSO
636;02/11/2011;45;11;2011;FALSO
637;03/11/2011;45;11;2011;FALSO
638;04/11/2011;45;11;2011;FALSO
639;05/11/2011;45;11;2011;FALSO
640;06/11/2011;46;11;2011;FALSO
641;07/11/2011;46;11;2011;FALSO
642;08/11/2011;46;11;2011;FALSO
643;09/11/2011;46;11;2011;FALSO
644;10/11/2011;46;11;2011;FALSO
645;11/11/2011;46;11;2011;FALSO
646;12/11/2011;46;11;2011;FALSO
647;13/11/2011;47;11;2011;FALSO
648;14/11/2011;47;11;2011;FALSO
649;15/11/2011;47;11;2011;FALSO
650;16/11/2011;47;11;2011;FALSO
651;17/11/2011;47;11;2011;FALSO
652;18/11/2011;47;11;2011;FALSO
653;19/11/2011;47;11;2011;FALSO
654;20/11/2011;48;11;2011;FALSO
655;21/11/2011;48;11;2011;FALSO
656;22/11/2011;48;11;2011;FALSO
657;23/11/2011;48;11;2011;FALSO
